s_id,special,Do you prefer individual or group projects,Do you have the skill to communicate and persuade others,How do you prefer to communicate with others,How many hours do you spend studying per day,What is the average grade you got in high school in chemistry,What is the average grade you got in high school in physics,What is the average grade you get in high school in mechanics,What is the average grade you get in high school in mathematics,Which do you prefer to solve problems,How do you rate yourself in problem solving and analysis,When you face difficulty managing time effectively and completing tasks on time what will you do,Suppose you are interested in learning the Spanish language and you encounter new phrases or words that you do not know the meaning of after you started learning them what will you do,How do you rate yourself regarding the mathematical solution to engineering problems,What is the importance for you of external training while studying,Can you prepare a work map to solve engineering problems,What field would you like to obtain external training in,How do you manage diversity in the work team,What is your career goal in engineering,Do you prefer to work in the industrial sector academic research or entrepreneurship,Do you have the possibility of selflearning through reading and information technology,Have you ever experienced leading a team or project,What would you like your role to be when you participate in a work or project,How do you see other people modifying the work you have done,How many working hours can you afford in the future,Does the ability to imagine and create something important,What would you do if your team leader or the person responsible for your work told you that everything you did was wrong,With the great development in engineering fields in which engineering field do you prefer to use technology,What do you do when there are different opinions in your work team,Is dividing the required tasks among all your team members important,How likely is the weather to negatively affect you,Would you like to see yourself contributing unique ideas to improve the performance of the project,What do you do with questions or problems that do not have a logical answer or solution,Do you like to connect events together if you are watching your favorite TV show and anticipating what will happen,What is the best solution for managing multiple projects simultaneously from your point of view,Your project had limited resources and you had to make difficult decisions about prioritizing tasks How you will allocate resources,What is a game-changing opportunity that could create more value for the organization than in the past,How do you deal with a difficult manager,How should you deal with an underperforming team member,In your opinion the project life cycle is,In your opinion the most important thing for a project manager,Can you bear sitting in the same place for long hours or do you like tasks that require movement or field visits,Can you determine the classification of risks in the work environment,Can you reconcile work and its pressures and ensure safety and health,Do you feel you have the ability to estimate the costs and benefits related to construction projects,With the existence of artificial intelligence models do you think they can replace place owners such as designers or constructors,Do you like doing calculations manually,How can public places be used to develop civilization from your point of view,Can you break the problem down into smaller parts to come up with creative solutions,Do you feel tired when standing or walking long distances,Do you have any artistic interests writing  drawing  design photography and do you resort to implementing ideas in which you use your imagination
2019883,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019884,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019885,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019886,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019887,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019888,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019889,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019890,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019891,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019892,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019893,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019894,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019895,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019896,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019897,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019898,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019899,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019900,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019901,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019902,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019903,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019904,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019905,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019906,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019907,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019908,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019909,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019910,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019911,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019912,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019913,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019914,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019915,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019916,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019917,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019918,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019919,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019920,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019921,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019922,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019923,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019924,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019925,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019926,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019927,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019928,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019929,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019930,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019931,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019932,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019933,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019934,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019935,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019936,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019937,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019938,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019939,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019940,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019941,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019942,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019943,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
